127.0.0.1 - - [28/Apr/2016:18:02:56 +0100] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:06 +0100] "GET /FinalProjectSportingGood-v1/ HTTP/1.1" 200 3513
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:07 +0100] "GET /FinalProjectSportingGood-v1/imageproduct/indexP.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:20 +0100] "GET /FinalProjectSportingGood-v1/ShowCommentServlet HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:33 +0100] "POST /FinalProjectSportingGood-v1/LoginServlet HTTP/1.1" 200 3449
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:36 +0100] "GET /FinalProjectSportingGood-v1/ShowCommentServlet HTTP/1.1" 200 7053
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:36 +0100] "GET /FinalProjectSportingGood-v1/css/chat.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:36 +0100] "GET /FinalProjectSportingGood-v1/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:58 +0100] "GET /FinalProjectSportingGood-v1/ShowCommentServlet HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:58 +0100] "GET /FinalProjectSportingGood-v1/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:03:59 +0100] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:04:05 +0100] "POST /FinalProjectSportingGood-v1/LoginServlet HTTP/1.1" 200 3449
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:04:06 +0100] "GET /FinalProjectSportingGood-v1/imageproduct/indexP.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:04:19 +0100] "GET /FinalProjectSportingGood-v1/ShowCommentServlet HTTP/1.1" 200 7053
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:04:19 +0100] "GET /FinalProjectSportingGood-v1/css/chat.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2016:18:04:19 +0100] "GET /FinalProjectSportingGood-v1/js/ajax.js HTTP/1.1" 304 -
